Example ID,Source,Figure ID,Data Provider,PI,Date Received,Data Measurment Published,Type,Carbon,Nitrogen,Phosphorus,Hydrogen,Titanium,Gold,Lithium,Nickel,Cobalt,Manganese,Oxygen,Cadmium,Selenium,Sulfur,Silicon,Platinum,Zinc,Indium,Selenium,Aluminum,Total Comp Knowledge,Particle Diameter Dimension 1 (nm),Particle Diameter Dimension 2 (nm),Particle Diameter Dimension 3 (nm),Capping Agent,Particle Shape,Concentration (mg/L),Surface Area (NMC) (m2/g),pH,Medium,Natural Organic Matter (mg/L),Purification Method,Total Centrifugation Steps,Exposure Time (min),Bacteria,Gram,Identity,Mutation,Prior Exposure,Method,Viability_Fraction,Error,Comments
133,10.1021/acsanm.8b01000,8,Sunipa Pramanik ,Christy Haynes,2019/1/31,2018/8/10,CdSe Core QD,0,0,0,0,0,0,0,0,0,0,0,0.80,0.13,0,0,0,0.07,0.00,0.00,0.00,F,4.20,4.20,4.20,None,Sphere,0.50 ,0,7.40,HEPES Buffer,0,None,0,15,Yes,Negative,Shewanella oneidensis,MR-1,No,CC,0.07 ,,
134,10.1021/acsanm.8b01000,8,Sunipa Pramanik ,Christy Haynes,2019/1/31,2018/8/10,CdSe Core QD,0,0,0,0,0,0,0,0,0,0,0,0.58,0.15,0,0,0,0.28,0.00,0.00,0.00,F,5,5,5,None,Sphere,0.00 ,0,7.40,HEPES Buffer,0,None,0,15,Yes,Negative,Shewanella oneidensis,MR-1,No,CC,1.00 ,,
135,10.1021/acsanm.8b01000,8,Sunipa Pramanik ,Christy Haynes,2019/1/31,2018/8/10,CdSe Core QD,0,0,0,0,0,0,0,0,0,0,0,0.58,0.15,0,0,0,0.28,0.00,0.00,0.00,F,5,5,5,None,Sphere,0.10 ,0,7.40,HEPES Buffer,0,None,0,15,Yes,Negative,Shewanella oneidensis,MR-1,No,CC,0.18 ,,
136,10.1021/acsanm.8b01000,8,Sunipa Pramanik ,Christy Haynes,2019/1/31,2018/8/10,CdSe Core QD,0,0,0,0,0,0,0,0,0,0,0,0.58,0.15,0,0,0,0.28,0.00,0.00,0.00,F,5,5,5,None,Sphere,0.20 ,0,7.40,HEPES Buffer,0,None,0,15,Yes,Negative,Shewanella oneidensis,MR-1,No,CC,0.08 ,,
137,10.1021/acsanm.8b01000,8,Sunipa Pramanik ,Christy Haynes,2019/1/31,2018/8/10,CdSe Core QD,0,0,0,0,0,0,0,0,0,0,0,0.58,0.15,0,0,0,0.28,0.00,0.00,0.00,F,5,5,5,None,Sphere,0.50 ,0,7.40,HEPES Buffer,0,None,0,15,Yes,Negative,Shewanella oneidensis,MR-1,No,CC,0.01 ,,
138,10.1021/acsanm.8b01000,8,Sunipa Pramanik ,Christy Haynes,2019/1/31,2018/8/10,CdSe Core QD,0,0,0,0,0,0,0,0,0,0,0,0.02,0.01,0,0,0,0.97,0.00,0.00,0.00,F,5.90,5.90,5.90,None,Sphere,0.00 ,0,7.40,HEPES Buffer,0,None,0,15,Yes,Negative,Shewanella oneidensis,MR-1,No,CC,1.00 ,,
139,10.1021/acsanm.8b01000,8,Sunipa Pramanik ,Christy Haynes,2019/1/31,2018/8/10,CdSe Core QD,0,0,0,0,0,0,0,0,0,0,0,0.02,0.01,0,0,0,0.97,0.00,0.00,0.00,F,5.90,5.90,5.90,None,Sphere,0.10 ,0,7.40,HEPES Buffer,0,None,0,15,Yes,Negative,Shewanella oneidensis,MR-1,No,CC,0.02 ,,
140,10.1021/acsanm.8b01000,8,Sunipa Pramanik ,Christy Haynes,2019/1/31,2018/8/10,CdSe Core QD,0,0,0,0,0,0,0,0,0,0,0,0.02,0.01,0,0,0,0.97,0.00,0.00,0.00,F,5.90,5.90,5.90,None,Sphere,0.20 ,0,7.40,HEPES Buffer,0,None,0,15,Yes,Negative,Shewanella oneidensis,MR-1,No,CC,0.00 ,,
141,10.1021/acsanm.8b01000,8,Sunipa Pramanik ,Christy Haynes,2019/1/31,2018/8/10,CdSe Core QD,0,0,0,0,0,0,0,0,0,0,0,0.02,0.01,0,0,0,0.97,0.00,0.00,0.00,F,5.90,5.90,5.90,None,Sphere,0.50 ,0,7.40,HEPES Buffer,0,None,0,15,Yes,Negative,Shewanella oneidensis,MR-1,No,CC,0.00 ,,
142,https://doi.org/10.1080/17435390.2018.1508785,2,Eric Melby,Gayla Orr,2019/1/31,2018/7/27,LCO,0,0,0,0,0,0,0.25,0,0.25,0,0.50,0,0,0,0,0,0,0.00,0.00,0.00,T,5,30,50,None,Sheet,0.00 ,0,7.60,Leibovitz’s L-15 media,0,Washing,0,180,No,None,Oncorhynchus mykiss,RTgill-W1,No,CC,1.00 ,,
143,https://doi.org/10.1080/17435390.2018.1508785,2,Eric Melby,Gayla Orr,2019/1/31,2018/7/27,LCO,0,0,0,0,0,0,0.25,0,0.25,0,0.50,0,0,0,0,0,0,0.00,0.00,0.00,T,5,30,50,None,Sheet,1.00 ,0,7.60,Leibovitz’s L-15 media,0,Washing,0,180,No,None,Oncorhynchus mykiss,RTgill-W1,No,CC,0.98 ,,
144,https://doi.org/10.1080/17435390.2018.1508785,2,Eric Melby,Gayla Orr,2019/1/31,2018/7/27,LCO,0,0,0,0,0,0,0.25,0,0.25,0,0.50,0,0,0,0,0,0,0.00,0.00,0.00,T,5,30,50,None,Sheet,10.00 ,0,7.60,Leibovitz’s L-15 media,0,Washing,0,180,No,None,Oncorhynchus mykiss,RTgill-W1,No,CC,0.94 ,,
145,https://doi.org/10.1080/17435390.2018.1508785,2,Eric Melby,Gayla Orr,2019/1/31,2018/7/27,LCO,0,0,0,0,0,0,0.25,0,0.25,0,0.50,0,0,0,0,0,0,0.00,0.00,0.00,T,5,30,50,None,Sheet,50.00 ,0,7.60,Leibovitz’s L-15 media,0,Washing,0,180,No,None,Oncorhynchus mykiss,RTgill-W1,No,CC,0.78 ,,
146,https://doi.org/10.1080/17435390.2018.1508785,2,Eric Melby,Gayla Orr,2019/1/31,2018/7/27,LCO,0,0,0,0,0,0,0.25,0,0.25,0,0.50,0,0,0,0,0,0,0.00,0.00,0.00,T,5,30,50,None,Sheet,100.00 ,0,7.60,Leibovitz’s L-15 media,0,Washing,0,180,No,None,Oncorhynchus mykiss,RTgill-W1,No,CC,0.69 ,,
147,https://doi.org/10.1080/17435390.2018.1508785,2,Eric Melby,Gayla Orr,2019/1/31,2018/7/27,LCP,0,0,0.14,0,0,0,0.14,0,0.14,0,0.57,0,0,0,0,0,0,0.00,0.00,0.00,F,5,100,500,None,Sheet,0.00 ,0,7.60,Leibovitz’s L-15 media,0,Washing,0,180,No,None,Oncorhynchus mykiss,RTgill-W1,No,CC,1.00 ,,
148,https://doi.org/10.1080/17435390.2018.1508785,2,Eric Melby,Gayla Orr,2019/1/31,2018/7/27,LCP,0,0,0.14,0,0,0,0.14,0,0.14,0,0.57,0,0,0,0,0,0,0.00,0.00,0.00,F,5,100,500,None,Sheet,1.00 ,0,7.60,Leibovitz’s L-15 media,0,Washing,0,180,No,None,Oncorhynchus mykiss,RTgill-W1,No,CC,1.00 ,0.02 ,
149,https://doi.org/10.1080/17435390.2018.1508785,2,Eric Melby,Gayla Orr,2019/1/31,2018/7/27,LCP,0,0,0.14,0,0,0,0.14,0,0.14,0,0.57,0,0,0,0,0,0,0.00,0.00,0.00,F,5,100,500,None,Sheet,10.00 ,0,7.60,Leibovitz’s L-15 media,0,Washing,0,180,No,None,Oncorhynchus mykiss,RTgill-W1,No,CC,1.01 ,,
150,https://doi.org/10.1080/17435390.2018.1508785,2,Eric Melby,Gayla Orr,2019/1/31,2018/7/27,LCP,0,0,0.14,0,0,0,0.14,0,0.14,0,0.57,0,0,0,0,0,0,0.00,0.00,0.00,F,5,100,500,None,Sheet,50.00 ,0,7.60,Leibovitz’s L-15 media,0,Washing,0,180,No,None,Oncorhynchus mykiss,RTgill-W1,No,CC,1.00 ,0.02 ,
151,https://doi.org/10.1080/17435390.2018.1508785,2,Eric Melby,Gayla Orr,2019/1/31,2018/7/27,LCP,0,0,0.14,0,0,0,0.14,0,0.14,0,0.57,0,0,0,0,0,0,0.00,0.00,0.00,F,5,100,500,None,Sheet,100.00 ,0,7.60,Leibovitz’s L-15 media,0,Washing,0,180,No,None,Oncorhynchus mykiss,RTgill-W1,No,CC,0.99 ,,
152,10.1016/j.chemosphere.2016.10.085,N/A - Page 1163,Clyde Daly,"Haynes, Klaper",2019/4/22,2016/11/4,Titania,0,0,0,0,0.33,0,0,0,0,0,0.67,0,0,0,0,0,0,0.00,0.00,0.00,T,20,20,20,None,Amorphous,100.00 ,0,7,LB Broth,0,Dialysis,0,30,Yes,Negative,Shewanella oneidensis,MR-1,No,VCA,1.00 ,,
153,http://dx.doi.org/10.1039/C9EN01074B,2,Joseph T. Buchman,Christy Haynes,2019/2/25,2019/12/23,NMC,0,0,0,0,0,0,0.25,0.09,0.08,0.08,0.50,0,0,0,0,0,0,0.00,0.00,0.00,T,5,70,70,None,Sheet,0.00 ,114,7.40,Minimal Medium,0,"2 C H2O,  3 C MeOH",5,180,Yes,Negative,Shewanella oneidensis,MR-1,No,GBV,1.37 ,,
154,http://dx.doi.org/10.1039/C9EN01074B,2,Joseph T. Buchman,Christy Haynes,2019/2/25,2019/12/23,NMC,0,0,0,0,0,0,0.25,0.09,0.08,0.08,0.50,0,0,0,0,0,0,0.00,0.00,0.00,T,5,70,70,None,Sheet,0.00 ,114,7.40,Minimal Medium,0,"2 C H2O,  3 C MeOH",5,180,Yes,Negative,Shewanella oneidensis,MR-1,No,GBV,0.71 ,,
155,http://dx.doi.org/10.1039/C9EN01074B,2,Joseph T. Buchman,Christy Haynes,2019/2/25,2019/12/23,NMC,0,0,0,0,0,0,0.25,0.09,0.08,0.08,0.50,0,0,0,0,0,0,0.00,0.00,0.00,T,5,70,70,None,Sheet,0.00 ,114,7.40,Minimal Medium,0,"2 C H2O,  3 C MeOH",5,180,Yes,Negative,Shewanella oneidensis,MR-1,No,GBV,0.52 ,,
156,http://dx.doi.org/10.1039/C9EN01074B,2,Joseph T. Buchman,Christy Haynes,2019/2/25,2019/12/23,NMC,0,0,0,0,0,0,0.25,0.09,0.08,0.08,0.50,0,0,0,0,0,0,0.00,0.00,0.00,T,5,70,70,None,Sheet,0.01 ,114,7.40,Minimal Medium,0,"2 C H2O,  3 C MeOH",5,180,Yes,Negative,Shewanella oneidensis,MR-1,No,GBV,0.41 ,,
157,http://dx.doi.org/10.1039/C9EN01074B,2,Joseph T. Buchman,Christy Haynes,2019/2/25,2019/12/23,NMC,0,0,0,0,0,0,0.25,0.09,0.08,0.08,0.50,0,0,0,0,0,0,0.00,0.00,0.00,T,5,70,70,None,Sheet,0.01 ,114,7.40,Minimal Medium,0,"2 C H2O,  3 C MeOH",5,180,Yes,Negative,Shewanella oneidensis,MR-1,No,GBV,0.32 ,,
158,http://dx.doi.org/10.1039/C9EN01074B,2,Joseph T. Buchman,Christy Haynes,2019/2/25,2019/12/23,NMC,0,0,0,0,0,0,0.25,0.09,0.08,0.08,0.50,0,0,0,0,0,0,0.00,0.00,0.00,T,5,70,70,None,Sheet,0.02 ,114,7.40,Minimal Medium,0,"2 C H2O,  3 C MeOH",5,180,Yes,Negative,Shewanella oneidensis,MR-1,No,GBV,0.24 ,,
159,http://dx.doi.org/10.1039/C9EN01074B,2,Joseph T. Buchman,Christy Haynes,2019/2/25,2019/12/23,NMC,0,0,0,0,0,0,0.25,0.15,0.05,0.05,0.50,0,0,0,0,0,0,0.00,0.00,0.00,T,5,70,70,None,Sheet,0.00 ,107.30,7.40,Minimal Medium,0,"2 C H2O,  3 C MeOH",5,180,Yes,Negative,Shewanella oneidensis,MR-1,No,GBV,1.32 ,,
160,http://dx.doi.org/10.1039/C9EN01074B,2,Joseph T. Buchman,Christy Haynes,2019/2/25,2019/12/23,NMC,0,0,0,0,0,0,0.25,0.15,0.05,0.05,0.50,0,0,0,0,0,0,0.00,0.00,0.00,T,5,70,70,None,Sheet,0.00 ,107.30,7.40,Minimal Medium,0,"2 C H2O,  3 C MeOH",5,180,Yes,Negative,Shewanella oneidensis,MR-1,No,GBV,0.94 ,,
161,http://dx.doi.org/10.1039/C9EN01074B,2,Joseph T. Buchman,Christy Haynes,2019/2/25,2019/12/23,NMC,0,0,0,0,0,0,0.25,0.15,0.05,0.05,0.50,0,0,0,0,0,0,0.00,0.00,0.00,T,5,70,70,None,Sheet,0.00 ,107.30,7.40,Minimal Medium,0,"2 C H2O,  3 C MeOH",5,180,Yes,Negative,Shewanella oneidensis,MR-1,No,GBV,0.73 ,0.07 ,
162,http://dx.doi.org/10.1039/C9EN01074B,2,Joseph T. Buchman,Christy Haynes,2019/2/25,2019/12/23,NMC,0,0,0,0,0,0,0.25,0.15,0.05,0.05,0.50,0,0,0,0,0,0,0.00,0.00,0.00,T,5,70,70,None,Sheet,0.01 ,107.30,7.40,Minimal Medium,0,"2 C H2O,  3 C MeOH",5,180,Yes,Negative,Shewanella oneidensis,MR-1,No,GBV,0.54 ,,
163,http://dx.doi.org/10.1039/C9EN01074B,2,Joseph T. Buchman,Christy Haynes,2019/2/25,2019/12/23,NMC,0,0,0,0,0,0,0.25,0.15,0.05,0.05,0.50,0,0,0,0,0,0,0.00,0.00,0.00,T,5,70,70,None,Sheet,0.01 ,107.30,7.40,Minimal Medium,0,"2 C H2O,  3 C MeOH",5,180,Yes,Negative,Shewanella oneidensis,MR-1,No,GBV,0.43 ,,
164,http://dx.doi.org/10.1039/C9EN01074B,2,Joseph T. Buchman,Christy Haynes,2019/2/25,2019/12/23,NMC,0,0,0,0,0,0,0.25,0.15,0.05,0.05,0.50,0,0,0,0,0,0,0.00,0.00,0.00,T,5,70,70,None,Sheet,0.02 ,107.30,7.40,Minimal Medium,0,"2 C H2O,  3 C MeOH",5,180,Yes,Negative,Shewanella oneidensis,MR-1,No,GBV,0.31 ,,
165,http://dx.doi.org/10.1039/C9EN01074B,2,Joseph T. Buchman,Christy Haynes,2019/2/25,2019/12/23,NMC,0,0,0,0,0,0,0.25,0.14,0.05,0.06,0.50,0,0,0,0,0,0,0.00,0.00,0.00,T,750,750,750,None,Amorphous,0.00 ,0.54,7.40,Minimal Medium,0,"2 C H2O,  3 C MeOH",5,180,Yes,Negative,Shewanella oneidensis,MR-1,No,GBV,1.06 ,,
166,http://dx.doi.org/10.1039/C9EN01074B,2,Joseph T. Buchman,Christy Haynes,2019/2/25,2019/12/23,NMC,0,0,0,0,0,0,0.25,0.14,0.05,0.06,0.50,0,0,0,0,0,0,0.00,0.00,0.00,T,750,750,750,None,Amorphous,0.33 ,0.54,7.40,Minimal Medium,0,"2 C H2O,  3 C MeOH",5,180,Yes,Negative,Shewanella oneidensis,MR-1,No,GBV,0.89 ,,
167,http://dx.doi.org/10.1039/C9EN01074B,2,Joseph T. Buchman,Christy Haynes,2019/2/25,2019/12/23,NMC,0,0,0,0,0,0,0.25,0.14,0.05,0.06,0.50,0,0,0,0,0,0,0.00,0.00,0.00,T,750,750,750,None,Amorphous,0.66 ,0.54,7.40,Minimal Medium,0,"2 C H2O,  3 C MeOH",5,180,Yes,Negative,Shewanella oneidensis,MR-1,No,GBV,0.76 ,,
168,http://dx.doi.org/10.1039/C9EN01074B,2,Joseph T. Buchman,Christy Haynes,2019/2/25,2019/12/23,NMC,0,0,0,0,0,0,0.25,0.14,0.05,0.06,0.50,0,0,0,0,0,0,0.00,0.00,0.00,T,750,750,750,None,Amorphous,1.33 ,0.54,7.40,Minimal Medium,0,"2 C H2O,  3 C MeOH",5,180,Yes,Negative,Shewanella oneidensis,MR-1,No,GBV,0.64 ,,
169,http://dx.doi.org/10.1039/C9EN01074B,2,Joseph T. Buchman,Christy Haynes,2019/2/25,2019/12/23,NMC,0,0,0,0,0,0,0.25,0.14,0.05,0.06,0.50,0,0,0,0,0,0,0.00,0.00,0.00,T,750,750,750,None,Amorphous,2.66 ,0.54,7.40,Minimal Medium,0,"2 C H2O,  3 C MeOH",5,180,Yes,Negative,Shewanella oneidensis,MR-1,No,GBV,0.48 ,,
170,http://dx.doi.org/10.1039/C9EN01074B,2,Joseph T. Buchman,Christy Haynes,2019/2/25,2019/12/23,NMC,0,0,0,0,0,0,0.25,0.14,0.05,0.06,0.50,0,0,0,0,0,0,0.00,0.00,0.00,T,750,750,750,None,Amorphous,0.00 ,0.96,7.40,Minimal Medium,0,"2 C H2O,  3 C MeOH",5,180,Yes,Negative,Shewanella oneidensis,MR-1,No,GBV,1.14 ,,
171,http://dx.doi.org/10.1039/C9EN01074B,2,Joseph T. Buchman,Christy Haynes,2019/2/25,2019/12/23,NMC,0,0,0,0,0,0,0.25,0.14,0.05,0.06,0.50,0,0,0,0,0,0,0.00,0.00,0.00,T,750,750,750,None,Amorphous,0.19 ,0.96,7.40,Minimal Medium,0,"2 C H2O,  3 C MeOH",5,180,Yes,Negative,Shewanella oneidensis,MR-1,No,GBV,0.88 ,,
172,http://dx.doi.org/10.1039/C9EN01074B,2,Joseph T. Buchman,Christy Haynes,2019/2/25,2019/12/23,NMC,0,0,0,0,0,0,0.25,0.14,0.05,0.06,0.50,0,0,0,0,0,0,0.00,0.00,0.00,T,750,750,750,None,Amorphous,0.37 ,0.96,7.40,Minimal Medium,0,"2 C H2O,  3 C MeOH",5,180,Yes,Negative,Shewanella oneidensis,MR-1,No,GBV,0.70 ,,
173,http://dx.doi.org/10.1039/C9EN01074B,2,Joseph T. Buchman,Christy Haynes,2019/2/25,2019/12/23,NMC,0,0,0,0,0,0,0.25,0.14,0.05,0.06,0.50,0,0,0,0,0,0,0.00,0.00,0.00,T,750,750,750,None,Amorphous,0.74 ,0.96,7.40,Minimal Medium,0,"2 C H2O,  3 C MeOH",5,180,Yes,Negative,Shewanella oneidensis,MR-1,No,GBV,0.52 ,,
174,http://dx.doi.org/10.1039/C9EN01074B,2,Joseph T. Buchman,Christy Haynes,2019/2/25,2019/12/23,NMC,0,0,0,0,0,0,0.25,0.14,0.05,0.06,0.50,0,0,0,0,0,0,0.00,0.00,0.00,T,750,750,750,None,Amorphous,1.49 ,0.96,7.40,Minimal Medium,0,"2 C H2O,  3 C MeOH",5,180,Yes,Negative,Shewanella oneidensis,MR-1,No,GBV,0.44 ,,
175,http://dx.doi.org/10.1039/C9EN01074B,2,Joseph T. Buchman,Christy Haynes,2019/2/25,2019/12/23,NMC,0,0,0,0,0,0,0.25,0.09,0.08,0.08,0.50,0,0,0,0,0,0,0.00,0.00,0.00,T,5,70,70,None,Sheet,0.00 ,114,7.40,MHRW,0,"2 C H2O,  3 C MeOH",5,0,No,None,Daphnia magna ,None,No,ATT,1.00 ,,
176,http://dx.doi.org/10.1039/C9EN01074B,2,Joseph T. Buchman,Christy Haynes,2019/2/25,2019/12/23,NMC,0,0,0,0,0,0,0.25,0.09,0.08,0.08,0.50,0,0,0,0,0,0,0.00,0.00,0.00,T,5,70,70,None,Sheet,0.00 ,114,7.40,MHRW,0,"2 C H2O,  3 C MeOH",5,0,No,None,Daphnia magna ,None,No,ATT,1.00 ,,
177,http://dx.doi.org/10.1039/C9EN01074B,2,Joseph T. Buchman,Christy Haynes,2019/2/25,2019/12/23,NMC,0,0,0,0,0,0,0.25,0.09,0.08,0.08,0.50,0,0,0,0,0,0,0.00,0.00,0.00,T,5,70,70,None,Sheet,0.01 ,114,7.40,MHRW,0,"2 C H2O,  3 C MeOH",5,0,No,None,Daphnia magna ,None,No,ATT,1.00 ,,
178,http://dx.doi.org/10.1039/C9EN01074B,2,Joseph T. Buchman,Christy Haynes,2019/2/25,2019/12/23,NMC,0,0,0,0,0,0,0.25,0.09,0.08,0.08,0.50,0,0,0,0,0,0,0.00,0.00,0.00,T,5,70,70,None,Sheet,0.02 ,114,7.40,MHRW,0,"2 C H2O,  3 C MeOH",5,0,No,None,Daphnia magna ,None,No,ATT,1.00 ,,
179,http://dx.doi.org/10.1039/C9EN01074B,2,Joseph T. Buchman,Christy Haynes,2019/2/25,2019/12/23,NMC,0,0,0,0,0,0,0.25,0.09,0.08,0.08,0.50,0,0,0,0,0,0,0.00,0.00,0.00,T,5,70,70,None,Sheet,0.00 ,114,7.40,MHRW,0,"2 C H2O,  3 C MeOH",5,"86,400",No,None,Daphnia magna ,None,No,ATT,1.00 ,,
180,http://dx.doi.org/10.1039/C9EN01074B,2,Joseph T. Buchman,Christy Haynes,2019/2/25,2019/12/23,NMC,0,0,0,0,0,0,0.25,0.09,0.08,0.08,0.50,0,0,0,0,0,0,0.00,0.00,0.00,T,5,70,70,None,Sheet,0.00 ,114,7.40,MHRW,0,"2 C H2O,  3 C MeOH",5,"86,400",No,None,Daphnia magna ,None,No,ATT,1.00 ,,
181,http://dx.doi.org/10.1039/C9EN01074B,2,Joseph T. Buchman,Christy Haynes,2019/2/25,2019/12/23,NMC,0,0,0,0,0,0,0.25,0.09,0.08,0.08,0.50,0,0,0,0,0,0,0.00,0.00,0.00,T,5,70,70,None,Sheet,0.01 ,114,7.40,MHRW,0,"2 C H2O,  3 C MeOH",5,"86,400",No,None,Daphnia magna ,None,No,ATT,1.00 ,,
182,http://dx.doi.org/10.1039/C9EN01074B,2,Joseph T. Buchman,Christy Haynes,2019/2/25,2019/12/23,NMC,0,0,0,0,0,0,0.25,0.09,0.08,0.08,0.50,0,0,0,0,0,0,0.00,0.00,0.00,T,5,70,70,None,Sheet,0.02 ,114,7.40,MHRW,0,"2 C H2O,  3 C MeOH",5,"86,400",No,None,Daphnia magna ,None,No,ATT,0.95 ,,
183,http://dx.doi.org/10.1039/C9EN01074B,2,Joseph T. Buchman,Christy Haynes,2019/2/25,2019/12/23,NMC,0,0,0,0,0,0,0.25,0.09,0.08,0.08,0.50,0,0,0,0,0,0,0.00,0.00,0.00,T,5,70,70,None,Sheet,0.00 ,114,7.40,MHRW,0,"2 C H2O,  3 C MeOH",5,"172,800",No,None,Daphnia magna ,None,No,ATT,1.00 ,,
184,http://dx.doi.org/10.1039/C9EN01074B,2,Joseph T. Buchman,Christy Haynes,2019/2/25,2019/12/23,NMC,0,0,0,0,0,0,0.25,0.09,0.08,0.08,0.50,0,0,0,0,0,0,0.00,0.00,0.00,T,5,70,70,None,Sheet,0.00 ,114,7.40,MHRW,0,"2 C H2O,  3 C MeOH",5,"172,800",No,None,Daphnia magna ,None,No,ATT,0.80 ,,
185,http://dx.doi.org/10.1039/C9EN01074B,2,Joseph T. Buchman,Christy Haynes,2019/2/25,2019/12/23,NMC,0,0,0,0,0,0,0.25,0.09,0.08,0.08,0.50,0,0,0,0,0,0,0.00,0.00,0.00,T,5,70,70,None,Sheet,0.01 ,114,7.40,MHRW,0,"2 C H2O,  3 C MeOH",5,"172,800",No,None,Daphnia magna ,None,No,ATT,0.70 ,,
186,http://dx.doi.org/10.1039/C9EN01074B,2,Joseph T. Buchman,Christy Haynes,2019/2/25,2019/12/23,NMC,0,0,0,0,0,0,0.25,0.09,0.08,0.08,0.50,0,0,0,0,0,0,0.00,0.00,0.00,T,5,70,70,None,Sheet,0.02 ,114,7.40,MHRW,0,"2 C H2O,  3 C MeOH",5,"172,800",No,None,Daphnia magna ,None,No,ATT,0.70 ,,
187,http://dx.doi.org/10.1039/C9EN01074B,2,Joseph T. Buchman,Christy Haynes,2019/2/25,2019/12/23,NMC,0,0,0,0,0,0,0.25,0.15,0.05,0.05,0.50,0,0,0,0,0,0,0.00,0.00,0.00,T,5,70,70,None,Sheet,0.00 ,107.30,7.40,MHRW,0,"2 C H2O,  3 C MeOH",5,0,No,None,Daphnia magna ,None,No,ATT,1.00 ,,
188,http://dx.doi.org/10.1039/C9EN01074B,2,Joseph T. Buchman,Christy Haynes,2019/2/25,2019/12/23,NMC,0,0,0,0,0,0,0.25,0.15,0.05,0.05,0.50,0,0,0,0,0,0,0.00,0.00,0.00,T,5,70,70,None,Sheet,0.00 ,107.30,7.40,MHRW,0,"2 C H2O,  3 C MeOH",5,0,No,None,Daphnia magna ,None,No,ATT,1.00 ,,
189,http://dx.doi.org/10.1039/C9EN01074B,2,Joseph T. Buchman,Christy Haynes,2019/2/25,2019/12/23,NMC,0,0,0,0,0,0,0.25,0.15,0.05,0.05,0.50,0,0,0,0,0,0,0.00,0.00,0.00,T,5,70,70,None,Sheet,0.01 ,107.30,7.40,MHRW,0,"2 C H2O,  3 C MeOH",5,0,No,None,Daphnia magna ,None,No,ATT,1.00 ,,
190,http://dx.doi.org/10.1039/C9EN01074B,2,Joseph T. Buchman,Christy Haynes,2019/2/25,2019/12/23,NMC,0,0,0,0,0,0,0.25,0.15,0.05,0.05,0.50,0,0,0,0,0,0,0.00,0.00,0.00,T,5,70,70,None,Sheet,0.02 ,107.30,7.40,MHRW,0,"2 C H2O,  3 C MeOH",5,0,No,None,Daphnia magna ,None,No,ATT,1.00 ,,
191,http://dx.doi.org/10.1039/C9EN01074B,2,Joseph T. Buchman,Christy Haynes,2019/2/25,2019/12/23,NMC,0,0,0,0,0,0,0.25,0.15,0.05,0.05,0.50,0,0,0,0,0,0,0.00,0.00,0.00,T,5,70,70,None,Sheet,0.00 ,107.30,7.40,MHRW,0,"2 C H2O,  3 C MeOH",5,"86,400",No,None,Daphnia magna ,None,No,ATT,1.00 ,,
192,http://dx.doi.org/10.1039/C9EN01074B,2,Joseph T. Buchman,Christy Haynes,2019/2/25,2019/12/23,NMC,0,0,0,0,0,0,0.25,0.15,0.05,0.05,0.50,0,0,0,0,0,0,0.00,0.00,0.00,T,5,70,70,None,Sheet,0.00 ,107.30,7.40,MHRW,0,"2 C H2O,  3 C MeOH",5,"86,400",No,None,Daphnia magna ,None,No,ATT,0.95 ,,
193,http://dx.doi.org/10.1039/C9EN01074B,2,Joseph T. Buchman,Christy Haynes,2019/2/25,2019/12/23,NMC,0,0,0,0,0,0,0.25,0.15,0.05,0.05,0.50,0,0,0,0,0,0,0.00,0.00,0.00,T,5,70,70,None,Sheet,0.01 ,107.30,7.40,MHRW,0,"2 C H2O,  3 C MeOH",5,"86,400",No,None,Daphnia magna ,None,No,ATT,0.85 ,,
194,http://dx.doi.org/10.1039/C9EN01074B,2,Joseph T. Buchman,Christy Haynes,2019/2/25,2019/12/23,NMC,0,0,0,0,0,0,0.25,0.15,0.05,0.05,0.50,0,0,0,0,0,0,0.00,0.00,0.00,T,5,70,70,None,Sheet,0.07 ,107.30,7.40,MHRW,0,"2 C H2O,  3 C MeOH",5,"86,400",No,None,Daphnia magna ,None,No,ATT,0.85 ,,
195,http://dx.doi.org/10.1039/C9EN01074B,2,Joseph T. Buchman,Christy Haynes,2019/2/25,2019/12/23,NMC,0,0,0,0,0,0,0.25,0.15,0.05,0.05,0.50,0,0,0,0,0,0,0.00,0.00,0.00,T,5,70,70,None,Sheet,0.00 ,107.30,7.40,MHRW,0,"2 C H2O,  3 C MeOH",5,"172,800",No,None,Daphnia magna ,None,No,ATT,0.95 ,,
196,http://dx.doi.org/10.1039/C9EN01074B,2,Joseph T. Buchman,Christy Haynes,2019/2/25,2019/12/23,NMC,0,0,0,0,0,0,0.25,0.15,0.05,0.05,0.50,0,0,0,0,0,0,0.00,0.00,0.00,T,5,70,70,None,Sheet,0.00 ,107.30,7.40,MHRW,0,"2 C H2O,  3 C MeOH",5,"172,800",No,None,Daphnia magna ,None,No,ATT,0.65 ,,
197,http://dx.doi.org/10.1039/C9EN01074B,2,Joseph T. Buchman,Christy Haynes,2019/2/25,2019/12/23,NMC,0,0,0,0,0,0,0.25,0.15,0.05,0.05,0.50,0,0,0,0,0,0,0.00,0.00,0.00,T,5,70,70,None,Sheet,0.01 ,107.30,7.40,MHRW,0,"2 C H2O,  3 C MeOH",5,"172,800",No,None,Daphnia magna ,None,No,ATT,0.45 ,,
